#,このファイルは毎木データのエラーチェックに使う各調査区のmesh_xcord/mesh_ycordの組み合わせのリストです。,
plotid,mesh_xcord,mesh_ycord
TK-DB1,20,90
TK-DB1,30,0
TK-DB1,30,10
TK-DB1,30,20
TK-DB1,30,30
TK-DB1,30,40
TK-DB1,30,50
TK-DB1,30,60
TK-DB1,30,70
TK-DB1,30,80
TK-DB1,30,90
TK-DB1,40,0
TK-DB1,40,10
TK-DB1,40,20
TK-DB1,40,30
TK-DB1,40,40
TK-DB1,40,50
TK-DB1,40,60
TK-DB1,40,70
TK-DB1,40,80
TK-DB1,40,90
TK-DB1,50,0
TK-DB1,50,10
TK-DB1,50,20
TK-DB1,50,30
TK-DB1,50,40
TK-DB1,50,50
TK-DB1,50,60
TK-DB1,50,70
TK-DB1,50,80
TK-DB1,50,90
TK-DB1,60,0
TK-DB1,60,10
TK-DB1,60,20
TK-DB1,60,30
TK-DB1,60,40
TK-DB1,60,50
TK-DB1,60,60
TK-DB1,60,70
TK-DB1,60,80
TK-DB1,60,90
TK-DB1,70,0
TK-DB1,70,10
TK-DB1,70,20
TK-DB1,70,30
TK-DB1,70,40
TK-DB1,70,50
TK-DB1,70,60
TK-DB1,70,70
TK-DB1,70,80
TK-DB1,70,90
TK-DB1,80,0
TK-DB1,80,10
TK-DB1,80,20
TK-DB1,80,30
TK-DB1,80,40
TK-DB1,80,50
TK-DB1,80,60
TK-DB1,80,70
TK-DB1,80,80
TK-DB1,80,90
TK-DB1,90,0
TK-DB1,90,10
TK-DB1,90,20
TK-DB1,90,30
TK-DB1,90,40
TK-DB1,90,50
TK-DB1,90,60
TK-DB1,90,70
TK-DB1,90,80
TK-DB1,90,90
TM-AT2,0,0
TM-AT2,0,10
TM-AT2,0,20
TM-AT2,0,30
TM-AT2,0,40
TM-AT2,10,0
TM-AT2,10,10
TM-AT2,10,20
TM-AT2,10,30
TM-AT2,10,40
TM-AT2,10,50
TM-AT2,20,0
TM-AT2,20,10
TM-AT2,20,20
TM-AT2,20,30
TM-AT2,20,40
TM-AT2,30,0
TM-AT2,30,10
TM-AT2,30,20
TM-AT2,30,30
TM-AT2,30,40
TM-AT2,40,30
TM-AT2,40,40
TM-DB1,0,0
TM-DB1,0,10
TM-DB1,0,20
TM-DB1,0,30
TM-DB1,0,40
TM-DB1,0,50
TM-DB1,0,60
TM-DB1,0,70
TM-DB1,0,80
TM-DB1,0,90
TM-DB1,10,0
TM-DB1,10,10
TM-DB1,10,20
TM-DB1,10,30
TM-DB1,10,40
TM-DB1,10,50
TM-DB1,10,60
TM-DB1,10,70
TM-DB1,10,80
TM-DB1,10,90
TM-DB1,20,0
TM-DB1,20,10
TM-DB1,20,20
TM-DB1,20,30
TM-DB1,20,40
TM-DB1,20,50
TM-DB1,20,60
TM-DB1,20,70
TM-DB1,20,80
TM-DB1,20,90
TM-DB1,30,0
TM-DB1,30,10
TM-DB1,30,20
TM-DB1,30,30
TM-DB1,30,40
TM-DB1,30,50
TM-DB1,30,60
TM-DB1,30,70
TM-DB1,30,80
TM-DB1,30,90
TM-DB1,40,0
TM-DB1,40,10
TM-DB1,40,20
TM-DB1,40,30
TM-DB1,40,40
TM-DB1,40,50
TM-DB1,40,60
TM-DB1,40,70
TM-DB1,40,80
TM-DB1,40,90
TM-DB1,50,0
TM-DB1,50,10
TM-DB1,50,20
TM-DB1,50,30
TM-DB1,50,40
TM-DB1,50,50
TM-DB1,50,60
TM-DB1,50,70
TM-DB1,50,80
TM-DB1,50,90
TM-DB1,60,0
TM-DB1,60,10
TM-DB1,60,20
TM-DB1,60,30
TM-DB1,60,40
TM-DB1,60,50
TM-DB1,60,60
TM-DB1,60,70
TM-DB1,60,80
TM-DB1,60,90
TM-DB1,70,0
TM-DB1,70,10
TM-DB1,70,20
TM-DB1,70,30
TM-DB1,70,40
TM-DB1,70,50
TM-DB1,70,60
TM-DB1,70,70
TM-DB1,70,80
TM-DB1,70,90
TM-DB1,80,0
TM-DB1,80,10
TM-DB1,80,20
TM-DB1,80,30
TM-DB1,80,40
TM-DB1,80,50
TM-DB1,80,60
TM-DB1,80,70
TM-DB1,80,80
TM-DB1,80,90
TM-DB1,90,0
TM-DB1,90,10
TM-DB1,90,20
TM-DB1,90,30
TM-DB1,90,40
TM-DB1,90,50
TM-DB1,90,60
TM-DB1,90,70
TM-DB1,90,80
TM-DB1,90,90
TM-DB2,0,0
TM-DB2,0,10
TM-DB2,0,20
TM-DB2,0,30
TM-DB2,0,40
TM-DB2,0,50
TM-DB2,0,60
TM-DB2,0,70
TM-DB2,0,80
TM-DB2,0,90
TM-DB2,0,100
TM-DB2,0,110
TM-DB2,10,0
TM-DB2,10,10
TM-DB2,10,20
TM-DB2,10,30
TM-DB2,10,40
TM-DB2,10,50
TM-DB2,10,60
TM-DB2,10,70
TM-DB2,10,80
TM-DB2,10,90
TM-DB2,10,100
TM-DB2,10,110
TM-DB2,20,0
TM-DB2,20,10
TM-DB2,20,20
TM-DB2,20,30
TM-DB2,20,40
TM-DB2,20,50
TM-DB2,20,60
TM-DB2,20,70
TM-DB2,20,80
TM-DB2,20,90
TM-DB2,20,100
TM-DB2,20,110
TM-DB2,30,0
TM-DB2,30,10
TM-DB2,30,20
TM-DB2,30,30
TM-DB2,30,40
TM-DB2,30,50
TM-DB2,30,60
TM-DB2,30,70
TM-DB2,30,80
TM-DB2,30,90
TM-DB2,30,100
TM-DB2,30,110
TM-DB2,40,0
TM-DB2,40,10
TM-DB2,40,20
TM-DB2,40,30
TM-DB2,40,40
TM-DB2,40,50
TM-DB2,40,60
TM-DB2,40,70
TM-DB2,40,80
TM-DB2,40,90
TM-DB2,40,100
TM-DB2,40,110
TM-DB2,50,0
TM-DB2,50,10
TM-DB2,50,20
TM-DB2,50,30
TM-DB2,50,40
TM-DB2,50,50
TM-DB2,50,60
TM-DB2,50,70
TM-DB2,50,80
TM-DB2,50,90
TM-DB2,50,100
TM-DB2,50,110
TM-DB2,60,0
TM-DB2,60,10
TM-DB2,60,20
TM-DB2,60,30
TM-DB2,60,40
TM-DB2,60,50
TM-DB2,60,60
TM-DB2,60,70
TM-DB2,60,80
TM-DB2,60,90
TM-DB2,60,100
TM-DB2,60,110
TM-DB2,70,0
TM-DB2,70,10
TM-DB2,70,20
TM-DB2,70,30
TM-DB2,70,40
TM-DB2,70,50
TM-DB2,70,60
TM-DB2,70,70
TM-DB2,70,80
TM-DB2,70,90
TM-DB2,70,100
TM-DB2,70,110
TM-DB2,80,0
TM-DB2,80,10
TM-DB2,80,20
TM-DB2,80,30
TM-DB2,80,40
TM-DB2,80,50
TM-DB2,80,60
TM-DB2,80,70
TM-DB2,80,80
TM-DB2,80,90
TM-DB2,80,100
TM-DB2,80,110
TM-DB2,90,0
TM-DB2,90,10
TM-DB2,90,20
TM-DB2,90,30
TM-DB2,90,40
TM-DB2,90,50
TM-DB2,90,60
TM-DB2,90,70
TM-DB2,90,80
TM-DB2,90,90
TM-DB2,90,100
TM-DB2,90,110
TM-DB3,0,0
TM-DB3,0,10
TM-DB3,0,20
TM-DB3,0,30
TM-DB3,0,40
TM-DB3,0,50
TM-DB3,0,60
TM-DB3,0,70
TM-DB3,0,80
TM-DB3,10,0
TM-DB3,10,10
TM-DB3,10,20
TM-DB3,10,30
TM-DB3,10,40
TM-DB3,10,50
TM-DB3,10,60
TM-DB3,10,70
TM-DB3,10,80
TM-DB3,20,0
TM-DB3,20,10
TM-DB3,20,20
TM-DB3,20,30
TM-DB3,20,40
TM-DB3,20,50
TM-DB3,20,60
TM-DB3,20,70
TM-DB3,20,80
TM-DB3,30,0
TM-DB3,30,10
TM-DB3,30,20
TM-DB3,30,30
TM-DB3,30,40
TM-DB3,30,50
TM-DB3,30,60
TM-DB3,30,70
TM-DB3,30,80
TM-DB3,40,0
TM-DB3,40,10
TM-DB3,40,20
TM-DB3,40,30
TM-DB3,40,40
TM-DB3,40,50
TM-DB3,40,60
TM-DB3,40,70
TM-DB3,40,80
TM-DB3,50,0
TM-DB3,50,10
TM-DB3,50,20
TM-DB3,50,30
TM-DB3,50,40
TM-DB3,50,50
TM-DB3,50,60
TM-DB3,50,70
TM-DB3,50,80
TM-DB3,60,0
TM-DB3,60,10
TM-DB3,60,20
TM-DB3,60,30
TM-DB3,60,40
TM-DB3,60,50
TM-DB3,60,60
TM-DB3,60,70
TM-DB3,60,80
TM-DB3,70,0
TM-DB3,70,10
TM-DB3,70,20
TM-DB3,70,30
TM-DB3,70,40
TM-DB3,70,50
TM-DB3,70,60
TM-DB3,70,70
TM-DB3,70,80
TM-DB3,80,0
TM-DB3,80,10
TM-DB3,80,20
TM-DB3,80,30
TM-DB3,80,40
TM-DB3,80,50
TM-DB3,80,60
TM-DB3,80,70
TM-DB3,80,80
TM-DB4,0,0
TM-DB4,0,10
TM-DB4,0,20
TM-DB4,0,30
TM-DB4,0,40
TM-DB4,0,50
TM-DB4,0,60
TM-DB4,0,70
TM-DB4,0,80
TM-DB4,10,0
TM-DB4,10,10
TM-DB4,10,20
TM-DB4,10,30
TM-DB4,10,40
TM-DB4,10,50
TM-DB4,10,60
TM-DB4,10,70
TM-DB4,10,80
TM-DB4,20,0
TM-DB4,20,10
TM-DB4,20,20
TM-DB4,20,30
TM-DB4,20,40
TM-DB4,20,50
TM-DB4,20,60
TM-DB4,20,70
TM-DB4,20,80
TM-DB4,30,0
TM-DB4,30,10
TM-DB4,30,20
TM-DB4,30,30
TM-DB4,30,40
TM-DB4,30,50
TM-DB4,30,60
TM-DB4,30,70
TM-DB4,30,80
TM-DB4,40,0
TM-DB4,40,10
TM-DB4,40,20
TM-DB4,40,30
TM-DB4,40,40
TM-DB4,40,50
TM-DB4,40,60
TM-DB4,40,70
TM-DB4,40,80
TN-EB1,0,0
TN-EB1,0,10
TN-EB1,0,20
TN-EB1,0,30
TN-EB1,0,40
TN-EB1,0,50
TN-EB1,0,60
TN-EB1,0,70
TN-EB1,0,80
TN-EB1,0,90
TN-EB1,10,0
TN-EB1,10,10
TN-EB1,10,20
TN-EB1,10,30
TN-EB1,10,40
TN-EB1,10,50
TN-EB1,10,60
TN-EB1,10,70
TN-EB1,10,80
TN-EB1,10,90
TN-EB1,20,0
TN-EB1,20,10
TN-EB1,20,20
TN-EB1,20,30
TN-EB1,20,40
TN-EB1,20,50
TN-EB1,20,60
TN-EB1,20,70
TN-EB1,20,80
TN-EB1,20,90
TN-EB1,30,0
TN-EB1,30,10
TN-EB1,30,20
TN-EB1,30,30
TN-EB1,30,40
TN-EB1,30,50
TN-EB1,30,60
TN-EB1,30,70
TN-EB1,30,80
TN-EB1,30,90
TN-EB1,40,0
TN-EB1,40,10
TN-EB1,40,20
TN-EB1,40,30
TN-EB1,40,40
TN-EB1,40,50
TN-EB1,40,60
TN-EB1,40,70
TN-EB1,40,80
TN-EB1,40,90
TN-EB1,50,0
TN-EB1,50,10
TN-EB1,50,20
TN-EB1,50,30
TN-EB1,50,40
TN-EB1,50,50
TN-EB1,50,60
TN-EB1,50,70
TN-EB1,50,80
TN-EB1,50,90
TN-EB1,60,0
TN-EB1,60,10
TN-EB1,60,20
TN-EB1,60,30
TN-EB1,60,40
TN-EB1,60,50
TN-EB1,60,60
TN-EB1,60,70
TN-EB1,60,80
TN-EB1,60,90
TN-EB1,70,0
TN-EB1,70,10
TN-EB1,70,20
TN-EB1,70,30
TN-EB1,70,40
TN-EB1,70,50
TN-EB1,70,60
TN-EB1,70,70
TN-EB1,70,80
TN-EB1,70,90
TN-EB1,80,0
TN-EB1,80,10
TN-EB1,80,20
TN-EB1,80,30
TN-EB1,80,40
TN-EB1,80,50
TN-EB1,80,60
TN-EB1,80,70
TN-EB1,80,80
TN-EB1,80,90
TN-EB1,90,0
TN-EB1,90,10
TN-EB1,90,20
TN-EB1,90,30
TN-EB1,90,40
TN-EB1,90,50
TN-EB1,90,60
TN-EB1,90,70
TN-EB1,90,80
TN-EB1,90,90
TT-EB1,0,0
TT-EB1,0,10
TT-EB1,0,20
TT-EB1,0,30
TT-EB1,0,40
TT-EB1,0,50
TT-EB1,0,60
TT-EB1,0,70
TT-EB1,0,80
TT-EB1,0,90
TT-EB1,10,0
TT-EB1,10,10
TT-EB1,10,20
TT-EB1,10,30
TT-EB1,10,40
TT-EB1,10,50
TT-EB1,10,60
TT-EB1,10,70
TT-EB1,10,80
TT-EB1,10,90
TT-EB1,20,0
TT-EB1,20,10
TT-EB1,20,20
TT-EB1,20,30
TT-EB1,20,40
TT-EB1,20,50
TT-EB1,20,60
TT-EB1,20,70
TT-EB1,20,80
TT-EB1,20,90
TT-EB1,30,0
TT-EB1,30,10
TT-EB1,30,20
TT-EB1,30,30
TT-EB1,30,40
TT-EB1,30,50
TT-EB1,30,60
TT-EB1,30,70
TT-EB1,30,80
TT-EB1,30,90
TT-EB1,40,0
TT-EB1,40,10
TT-EB1,40,20
TT-EB1,40,30
TT-EB1,40,40
TT-EB1,40,50
TT-EB1,40,60
TT-EB1,40,70
TT-EB1,40,80
TT-EB1,40,90
TT-EB1,50,0
TT-EB1,50,10
TT-EB1,50,20
TT-EB1,50,30
TT-EB1,50,40
TT-EB1,50,50
TT-EB1,50,60
TT-EB1,50,70
TT-EB1,50,80
TT-EB1,50,90
TT-EB1,60,0
TT-EB1,60,10
TT-EB1,60,20
TT-EB1,60,30
TT-EB1,60,40
TT-EB1,60,50
TT-EB1,60,60
TT-EB1,60,70
TT-EB1,60,80
TT-EB1,60,90
TT-EB1,70,0
TT-EB1,70,10
TT-EB1,70,20
TT-EB1,70,30
TT-EB1,70,40
TT-EB1,70,50
TT-EB1,70,60
TT-EB1,70,70
TT-EB1,70,80
TT-EB1,70,90
TT-EB1,80,0
TT-EB1,80,10
TT-EB1,80,20
TT-EB1,80,30
TT-EB1,80,40
TT-EB1,80,50
TT-EB1,80,60
TT-EB1,80,70
TT-EB1,80,80
TT-EB1,80,90
TT-EB1,90,0
TT-EB1,90,10
TT-EB1,90,20
TT-EB1,90,30
TT-EB1,90,40
TT-EB1,90,50
TT-EB1,90,60
TT-EB1,90,70
TT-EB1,90,80
TT-EB1,90,90
TZ-DB1,0,0
TZ-DB1,0,10
TZ-DB1,0,20
TZ-DB1,0,30
TZ-DB1,0,40
TZ-DB1,0,50
TZ-DB1,0,60
TZ-DB1,0,70
TZ-DB1,0,80
TZ-DB1,0,90
TZ-DB1,10,0
TZ-DB1,10,10
TZ-DB1,10,20
TZ-DB1,10,30
TZ-DB1,10,40
TZ-DB1,10,50
TZ-DB1,10,60
TZ-DB1,10,70
TZ-DB1,10,80
TZ-DB1,10,90
TZ-DB1,20,0
TZ-DB1,20,10
TZ-DB1,20,20
TZ-DB1,20,30
TZ-DB1,20,40
TZ-DB1,20,50
TZ-DB1,20,60
TZ-DB1,20,70
TZ-DB1,20,80
TZ-DB1,20,90
TZ-DB1,30,0
TZ-DB1,30,10
TZ-DB1,30,20
TZ-DB1,30,30
TZ-DB1,30,40
TZ-DB1,30,50
TZ-DB1,30,60
TZ-DB1,30,70
TZ-DB1,30,80
TZ-DB1,30,90
TZ-DB1,40,0
TZ-DB1,40,10
TZ-DB1,40,20
TZ-DB1,40,30
TZ-DB1,40,40
TZ-DB1,40,50
TZ-DB1,40,60
TZ-DB1,40,70
TZ-DB1,40,80
TZ-DB1,40,90
TZ-DB1,50,0
TZ-DB1,50,10
TZ-DB1,50,20
TZ-DB1,50,30
TZ-DB1,50,40
TZ-DB1,50,50
TZ-DB1,50,60
TZ-DB1,50,70
TZ-DB1,50,80
TZ-DB1,50,90
TZ-DB1,60,0
TZ-DB1,60,10
TZ-DB1,60,20
TZ-DB1,60,30
TZ-DB1,60,40
TZ-DB1,60,50
TZ-DB1,60,60
TZ-DB1,60,70
TZ-DB1,60,80
TZ-DB1,60,90
TZ-DB1,70,0
TZ-DB1,70,10
TZ-DB1,70,20
TZ-DB1,70,30
TZ-DB1,70,40
TZ-DB1,70,50
TZ-DB1,70,60
TZ-DB1,70,70
TZ-DB1,70,80
TZ-DB1,70,90
TZ-DB1,80,0
TZ-DB1,80,10
TZ-DB1,80,20
TZ-DB1,80,30
TZ-DB1,80,40
TZ-DB1,80,50
TZ-DB1,80,60
TZ-DB1,80,70
TZ-DB1,80,80
TZ-DB1,80,90
TZ-DB1,90,0
TZ-DB1,90,10
TZ-DB1,90,20
TZ-DB1,90,30
TZ-DB1,90,40
TZ-DB1,90,50
TZ-DB1,90,60
TZ-DB1,90,70
TZ-DB1,90,80
TZ-DB1,90,90
UR-BC1,0,0
UR-BC1,0,20
UR-BC1,0,30
UR-BC1,0,40
UR-BC1,0,50
UR-BC1,0,60
UR-BC1,0,70
UR-BC1,0,80
UR-BC1,0,90
UR-BC1,0,100
UR-BC1,0,110
UR-BC1,0,120
UR-BC1,0,130
UR-BC1,0,140
UR-BC1,0,150
UR-BC1,10,0
UR-BC1,10,10
UR-BC1,10,20
UR-BC1,10,30
UR-BC1,10,40
UR-BC1,10,50
UR-BC1,10,60
UR-BC1,10,70
UR-BC1,10,80
UR-BC1,10,90
UR-BC1,10,100
UR-BC1,10,110
UR-BC1,10,120
UR-BC1,10,130
UR-BC1,10,140
UR-BC1,20,0
UR-BC1,20,10
UR-BC1,20,20
UR-BC1,20,30
UR-BC1,20,40
UR-BC1,20,50
UR-BC1,20,60
UR-BC1,20,70
UR-BC1,20,80
UR-BC1,20,90
UR-BC1,20,100
UR-BC1,20,110
UR-BC1,20,120
UR-BC1,20,130
UR-BC1,20,140
UR-BC1,30,0
UR-BC1,30,10
UR-BC1,30,20
UR-BC1,30,30
UR-BC1,30,40
UR-BC1,30,50
UR-BC1,30,60
UR-BC1,30,70
UR-BC1,30,80
UR-BC1,30,90
UR-BC1,30,100
UR-BC1,30,110
UR-BC1,30,120
UR-BC1,30,130
UR-BC1,30,140
UR-BC1,40,0
UR-BC1,40,10
UR-BC1,40,20
UR-BC1,40,30
UR-BC1,40,40
UR-BC1,40,50
UR-BC1,40,60
UR-BC1,40,70
UR-BC1,40,80
UR-BC1,40,90
UR-BC1,40,100
UR-BC1,40,110
UR-BC1,40,120
UR-BC1,40,130
UR-BC1,40,140
UR-BC1,50,0
UR-BC1,50,10
UR-BC1,50,20
UR-BC1,50,30
UR-BC1,50,40
UR-BC1,50,50
UR-BC1,50,60
UR-BC1,50,70
UR-BC1,50,80
UR-BC1,50,90
UR-BC1,50,100
UR-BC1,50,110
UR-BC1,50,120
UR-BC1,50,130
UR-BC1,50,140
UR-BC1,60,0
UR-BC1,60,10
UR-BC1,60,20
UR-BC1,60,30
UR-BC1,60,40
UR-BC1,60,50
UR-BC1,60,60
UR-BC1,60,70
UR-BC1,60,80
UR-BC1,60,90
UR-BC1,60,100
UR-BC1,60,110
UR-BC1,60,120
UR-BC1,60,130
UR-BC1,60,140
UR-BC1,70,0
UR-BC1,70,10
UR-BC1,70,20
UR-BC1,70,30
UR-BC1,70,40
UR-BC1,70,50
UR-BC1,70,60
UR-BC1,70,70
UR-BC1,70,80
UR-BC1,70,90
UR-BC1,70,100
UR-BC1,70,110
UR-BC1,70,120
UR-BC1,70,130
UR-BC1,70,140
WK-EC1,0,0
WK-EC1,0,10
WK-EC1,0,20
WK-EC1,0,30
WK-EC1,0,40
WK-EC1,0,50
WK-EC1,0,60
WK-EC1,0,70
WK-EC1,0,80
WK-EC1,0,90
WK-EC1,10,0
WK-EC1,10,10
WK-EC1,10,20
WK-EC1,10,30
WK-EC1,10,40
WK-EC1,10,50
WK-EC1,10,60
WK-EC1,10,70
WK-EC1,10,80
WK-EC1,10,90
WK-EC1,20,0
WK-EC1,20,10
WK-EC1,20,20
WK-EC1,20,30
WK-EC1,20,40
WK-EC1,20,50
WK-EC1,20,60
WK-EC1,20,70
WK-EC1,20,80
WK-EC1,20,90
WK-EC1,30,0
WK-EC1,30,10
WK-EC1,30,20
WK-EC1,30,30
WK-EC1,30,40
WK-EC1,30,50
WK-EC1,30,60
WK-EC1,30,70
WK-EC1,30,80
WK-EC1,30,90
WK-EC1,40,0
WK-EC1,40,10
WK-EC1,40,20
WK-EC1,40,30
WK-EC1,40,40
WK-EC1,40,50
WK-EC1,40,60
WK-EC1,40,70
WK-EC1,40,80
WK-EC1,40,90
WK-EC1,50,0
WK-EC1,50,10
WK-EC1,50,20
WK-EC1,50,30
WK-EC1,50,40
WK-EC1,50,50
WK-EC1,50,60
WK-EC1,50,70
WK-EC1,50,80
WK-EC1,50,90
WK-EC1,60,0
WK-EC1,60,10
WK-EC1,60,20
WK-EC1,60,30
WK-EC1,60,40
WK-EC1,60,50
WK-EC1,60,60
WK-EC1,60,70
WK-EC1,60,80
WK-EC1,60,90
WK-EC1,70,0
WK-EC1,70,10
WK-EC1,70,20
WK-EC1,70,30
WK-EC1,70,40
WK-EC1,70,50
WK-EC1,70,60
WK-EC1,70,70
WK-EC1,70,80
WK-EC1,70,90
WK-EC1,80,0
WK-EC1,80,10
WK-EC1,80,20
WK-EC1,80,30
WK-EC1,80,40
WK-EC1,80,50
WK-EC1,80,60
WK-EC1,80,70
WK-EC1,80,80
WK-EC1,80,90
WK-EC1,90,0
WK-EC1,90,10
WK-EC1,90,20
WK-EC1,90,30
WK-EC1,90,40
WK-EC1,90,50
WK-EC1,90,60
WK-EC1,90,70
WK-EC1,90,80
WK-EC1,90,90
YK-EB1,0,0
YK-EB1,0,10
YK-EB1,0,20
YK-EB1,0,30
YK-EB1,0,40
YK-EB1,0,50
YK-EB1,0,60
YK-EB1,0,70
YK-EB1,0,80
YK-EB1,0,90
YK-EB1,10,0
YK-EB1,10,10
YK-EB1,10,20
YK-EB1,10,30
YK-EB1,10,40
YK-EB1,10,50
YK-EB1,10,60
YK-EB1,10,70
YK-EB1,10,80
YK-EB1,10,90
YK-EB1,20,0
YK-EB1,20,10
YK-EB1,20,20
YK-EB1,20,30
YK-EB1,20,40
YK-EB1,20,50
YK-EB1,20,60
YK-EB1,20,70
YK-EB1,20,80
YK-EB1,20,90
YK-EB1,30,0
YK-EB1,30,10
YK-EB1,30,20
YK-EB1,30,30
YK-EB1,30,40
YK-EB1,30,50
YK-EB1,30,60
YK-EB1,30,70
YK-EB1,30,80
YK-EB1,30,90
YK-EB1,40,0
YK-EB1,40,10
YK-EB1,40,20
YK-EB1,40,30
YK-EB1,40,40
YK-EB1,40,50
YK-EB1,40,60
YK-EB1,40,70
YK-EB1,40,80
YK-EB1,40,90
YK-EB1,50,0
YK-EB1,50,10
YK-EB1,50,20
YK-EB1,50,30
YK-EB1,50,40
YK-EB1,50,50
YK-EB1,50,60
YK-EB1,50,70
YK-EB1,50,80
YK-EB1,50,90
YK-EB1,60,0
YK-EB1,60,10
YK-EB1,60,20
YK-EB1,60,30
YK-EB1,60,40
YK-EB1,60,50
YK-EB1,60,60
YK-EB1,60,70
YK-EB1,60,80
YK-EB1,60,90
YK-EB1,70,0
YK-EB1,70,10
YK-EB1,70,20
YK-EB1,70,30
YK-EB1,70,40
YK-EB1,70,50
YK-EB1,70,60
YK-EB1,70,70
YK-EB1,70,80
YK-EB1,70,90
YK-EB1,80,0
YK-EB1,80,10
YK-EB1,80,20
YK-EB1,80,30
YK-EB1,80,40
YK-EB1,80,50
YK-EB1,80,60
YK-EB1,80,70
YK-EB1,80,80
YK-EB1,80,90
YK-EB1,90,0
YK-EB1,90,10
YK-EB1,90,20
YK-EB1,90,30
YK-EB1,90,40
YK-EB1,90,50
YK-EB1,90,60
YK-EB1,90,70
YK-EB1,90,80
YK-EB1,90,90
YN-EB1,0,0
YN-EB1,0,10
YN-EB1,0,20
YN-EB1,0,30
YN-EB1,0,40
YN-EB1,0,50
YN-EB1,0,60
YN-EB1,0,70
YN-EB1,0,80
YN-EB1,0,90
YN-EB1,10,0
YN-EB1,10,10
YN-EB1,10,20
YN-EB1,10,30
YN-EB1,10,40
YN-EB1,10,50
YN-EB1,10,60
YN-EB1,10,70
YN-EB1,10,80
YN-EB1,10,90
YN-EB1,20,0
YN-EB1,20,10
YN-EB1,20,20
YN-EB1,20,30
YN-EB1,20,40
YN-EB1,20,50
YN-EB1,20,60
YN-EB1,20,70
YN-EB1,20,80
YN-EB1,20,90
YN-EB1,30,0
YN-EB1,30,10
YN-EB1,30,20
YN-EB1,30,30
YN-EB1,30,40
YN-EB1,30,50
YN-EB1,30,60
YN-EB1,30,70
YN-EB1,30,80
YN-EB1,30,90
YN-EB1,40,0
YN-EB1,40,10
YN-EB1,40,20
YN-EB1,40,30
YN-EB1,40,40
YN-EB1,40,50
YN-EB1,40,60
YN-EB1,40,70
YN-EB1,40,80
YN-EB1,40,90
YN-EB1,50,0
YN-EB1,50,10
YN-EB1,50,20
YN-EB1,50,30
YN-EB1,50,40
YN-EB1,50,50
YN-EB1,50,60
YN-EB1,50,70
YN-EB1,50,80
YN-EB1,50,90
YN-EB1,60,0
YN-EB1,60,10
YN-EB1,60,20
YN-EB1,60,30
YN-EB1,60,40
YN-EB1,60,50
YN-EB1,60,60
YN-EB1,60,70
YN-EB1,60,80
YN-EB1,60,90
YN-EB1,70,0
YN-EB1,70,10
YN-EB1,70,20
YN-EB1,70,30
YN-EB1,70,40
YN-EB1,70,50
YN-EB1,70,60
YN-EB1,70,70
YN-EB1,70,80
YN-EB1,70,90
YN-EB1,80,0
YN-EB1,80,10
YN-EB1,80,20
YN-EB1,80,30
YN-EB1,80,40
YN-EB1,80,50
YN-EB1,80,60
YN-EB1,80,70
YN-EB1,80,80
YN-EB1,80,90
YN-EB1,90,0
YN-EB1,90,10
YN-EB1,90,20
YN-EB1,90,30
YN-EB1,90,40
YN-EB1,90,50
YN-EB1,90,60
YN-EB1,90,70
YN-EB1,90,80
YN-EB1,90,90
YS-EC1,0,0
YS-EC1,0,10
YS-EC1,0,20
YS-EC1,0,30
YS-EC1,0,40
YS-EC1,0,50
YS-EC1,0,60
YS-EC1,0,70
YS-EC1,0,80
YS-EC1,0,90
YS-EC1,10,0
YS-EC1,10,10
YS-EC1,10,20
YS-EC1,10,30
YS-EC1,10,40
YS-EC1,10,50
YS-EC1,10,60
YS-EC1,10,70
YS-EC1,10,80
YS-EC1,10,90
YS-EC1,20,0
YS-EC1,20,10
YS-EC1,20,20
YS-EC1,20,30
YS-EC1,20,40
YS-EC1,20,50
YS-EC1,20,60
YS-EC1,20,70
YS-EC1,20,80
YS-EC1,20,90
YS-EC1,30,0
YS-EC1,30,10
YS-EC1,30,20
YS-EC1,30,30
YS-EC1,30,40
YS-EC1,30,50
YS-EC1,30,60
YS-EC1,30,70
YS-EC1,30,80
YS-EC1,30,90
YS-EC1,40,0
YS-EC1,40,10
YS-EC1,40,20
YS-EC1,40,30
YS-EC1,40,40
YS-EC1,40,50
YS-EC1,40,60
YS-EC1,40,70
YS-EC1,40,80
YS-EC1,40,90
YS-EC1,50,0
YS-EC1,50,10
YS-EC1,50,20
YS-EC1,50,30
YS-EC1,50,40
YS-EC1,50,50
YS-EC1,50,60
YS-EC1,50,70
YS-EC1,50,80
YS-EC1,50,90
YS-EC1,60,0
YS-EC1,60,10
YS-EC1,60,20
YS-EC1,60,30
YS-EC1,60,40
YS-EC1,60,50
YS-EC1,60,60
YS-EC1,60,70
YS-EC1,60,80
YS-EC1,60,90
YS-EC1,70,0
YS-EC1,70,10
YS-EC1,70,20
YS-EC1,70,30
YS-EC1,70,40
YS-EC1,70,50
YS-EC1,70,60
YS-EC1,70,70
YS-EC1,70,80
YS-EC1,70,90
YS-EC1,80,0
YS-EC1,80,10
YS-EC1,80,20
YS-EC1,80,30
YS-EC1,80,40
YS-EC1,80,50
YS-EC1,80,60
YS-EC1,80,70
YS-EC1,80,80
YS-EC1,80,90
YS-EC1,90,0
YS-EC1,90,10
YS-EC1,90,20
YS-EC1,90,30
YS-EC1,90,40
YS-EC1,90,50
