name_jp,name_jp_std,name_greenlist,match_type,status,name_gbif_accepted,species,genus,family,order,species_jp,family_jp,order_jp,categ,categ2,categ3,categ4,categ5,categ6,fruit_type,remarks
ホソバタブ,,Machilus japonica Siebold et Zucc.,EXACT,accepted,Machilus japonica Siebold & Zucc.,Machilus japonica,Machilus,Lauraceae,Laurales,ホソバタブ,クスノキ科,クスノキ目,4,4,0,5,5,3,液果,use gbif name
タブノキ,,Machilus thunbergii Siebold et Zucc.,EXACT,accepted,Machilus thunbergii Siebold & Zucc.,Machilus thunbergii,Machilus,Lauraceae,Laurales,タブノキ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
イヌガシ,,Neolitsea aciculata (Blume) Koidz.,EXACT,accepted,Neolitsea aciculata Koidz.,Neolitsea aciculata,Neolitsea,Lauraceae,Laurales,イヌガシ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
シロダモ,,Neolitsea sericea (Blume) Koidz. var. sericea,EXACT,accepted,Neolitsea sericea var. sericea,Neolitsea sericea var. sericea,Neolitsea,Lauraceae,Laurales,シロダモ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
ユリ科,,Liliaceae sp.,HIGHERRANK,accepted,Liliaceae,Liliaceae sp.,,Liliaceae,Liliales,ユリ科,ユリ科,ユリ目,,,,,6,3,,not found in GreenList; not found in YList
サルトリイバラ,,Smilax china L. var. china,EXACT,accepted,Smilax china var. china,Smilax china  var. china,Smilax,Smilacaceae,Liliales,サルトリイバラ,サルトリイバラ科,ユリ目,,4,1,4,4,3,液果,use gbif name
ヤマカシュウ,,Smilax sieboldii Miq.,EXACT,accepted,Smilax sieboldii Miq.,Smilax sieboldii,Smilax,Smilacaceae,Liliales,ヤマカシュウ,サルトリイバラ科,ユリ目,,,1,,6,3,液果,use gbif name
シオデ属,,Smilax sp.,HIGHERRANK,accepted,Smilax L.,Smilax sp.,Smilax,Smilacaceae,Liliales,シオデ属,サルトリイバラ科,ユリ目,,,,,,3,液果,not found in GreenList; not found in YList
ユリノキ,,Liriodendron tulipifera L.,EXACT,accepted,Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron,Magnoliaceae,Magnoliales,ユリノキ,モクレン科,モクレン目,,,1,,4,3,翼果,not found in GreenList; found in YList; use gbif name
オガタマノキ,,Magnolia compressa Maxim.,EXACT,accepted,Magnolia compressa Maxim.,Magnolia compressa,Magnolia,Magnoliaceae,Magnoliales,オガタマノキ,モクレン科,モクレン目,4,4,1,5,5,3,袋果,use gbif name
キタコブシ,,Magnolia kobus DC. var. borealis Sarg.,EXACT,synonym,Magnolia kobus DC.,Magnolia kobus var. borealis,Magnolia,Magnoliaceae,Magnoliales,キタコブシ,モクレン科,モクレン目,4,4,1,4,4,3,袋果,use greenlist name; コブシの地域変種で同種とする見方もあるが変種を維持
コブシ,,Magnolia kobus DC. var. kobus,EXACT,synonym,Magnolia kobus DC.,Magnolia kobus var. kobus,Magnolia,Magnoliaceae,Magnoliales,コブシ,モクレン科,モクレン目,4,4,1,4,4,3,袋果,use greenlist name
ホオノキ,,Magnolia obovata Thunb.,EXACT,accepted,Magnolia obovata Thunb.,Magnolia obovata,Magnolia,Magnoliaceae,Magnoliales,ホオノキ,モクレン科,モクレン目,4,4,1,4,4,3,袋果,use gbif name
タムシバ,,Magnolia salicifolia (Siebld et Zucc.) Maxim.,EXACT,accepted,Magnolia salicifolia Maxim.,Magnolia salicifolia,Magnolia,Magnoliaceae,Magnoliales,タムシバ,モクレン科,モクレン目,4,4,1,4,4,3,袋果,use gbif name
モクレン属,,Magnolia sp.,HIGHERRANK,accepted,Magnolia L.,Magnolia sp.,Magnolia,Magnoliaceae,Magnoliales,モクレン属,モクレン科,モクレン目,,,,,2,3,,not found in GreenList; not found in YList
アカメガシワ,,Mallotus japonicus (L.f.) Müll.Arg.,EXACT,accepted,Mallotus japonicus Müll.Arg.,Mallotus japonicus,Mallotus,Euphorbiaceae,Malpighiales,アカメガシワ,トウダイグサ科,キントラノオ目,4,4,1,4,4,3,さく果,use gbif name
シラキ,,Neoshirakia japonica (Siebold et Zucc.) Esser,EXACT,accepted,Neoshirakia japonica (Siebold & Zucc.) Esser,Neoshirakia japonica,Neoshirakia,Euphorbiaceae,Malpighiales,シラキ,トウダイグサ科,キントラノオ目,4,4,1,4,4,3,さく果,use gbif name
ヤマヒハツ,,Antidesma japonicum Siebold et Zucc.,EXACT,accepted,Antidesma japonicum Siebold & Zucc.,Antidesma japonicum,Antidesma,Phyllanthaceae,Malpighiales,ヤマヒハツ,コミカンソウ科,キントラノオ目,4,4,1,5,5,3,核果,use gbif name
コバンノキ,,Phyllanthus flexuosus (Siebold et Zucc.) Müll.Arg.,EXACT,accepted,Phyllanthus flexuosus Müll.Arg.,Phyllanthus flexuosus,Phyllanthus,Phyllanthaceae,Malpighiales,コバンノキ,コミカンソウ科,キントラノオ目,,,1,,4,3,液果,use gbif name
カンコノキ,,Phyllanthus sieboldianus T. Kuros.,EXACT,accepted,Phyllanthus sieboldianus T.Kuros.,Phyllanthus sieboldianus,Phyllanthus,Phyllanthaceae,Malpighiales,カンコノキ,コミカンソウ科,キントラノオ目,4,4,1,4,4,3,さく果,use gbif name
イイギリ,,Idesia polycarpa Maxim.,EXACT,accepted,Idesia polycarpa Maxim.,Idesia polycarpa,Idesia,Salicaceae,Malpighiales,イイギリ,ヤナギ科,キントラノオ目,4,4,1,4,4,3,液果,use gbif name
バッコヤナギ,,Salix caprea L.,EXACT,accepted,Salix caprea L.,Salix caprea,Salix,Salicaceae,Malpighiales,バッコヤナギ,ヤナギ科,キントラノオ目,4,4,1,4,4,3,さく果,use gbif name
ヤナギ,,Salix sp.,HIGHERRANK,accepted,Salix L.,Salix sp.,Salix,Salicaceae,Malpighiales,ヤナギ属,ヤナギ科,キントラノオ目,,,,,4,3,さく果,not found in GreenList; not found in YList
スミレサイシン,,Viola vaginata Maxim.,EXACT,accepted,Viola vaginata Maxim.,Viola vaginata,Viola,Violaceae,Malpighiales,スミレサイシン,スミレ科,キントラノオ目,,,1,,6,3,,use gbif name
スミレ科,,Violaceae sp.,HIGHERRANK,accepted,Violaceae,Violaceae sp.,,Violaceae,Malpighiales,スミレ科,スミレ科,キントラノオ目,,,,,6,3,,not found in GreenList; not found in YList
アオギリ,,Firmiana simplex (L.) W.F.Wight,EXACT,accepted,Firmiana simplex W.Wight,Firmiana simplex,Firmiana,Malvaceae,Malvales,アオギリ,アオイ科,アオイ目,,,1,,4,3,,use gbif name
シナノキ,,Tilia japonica (Miq.) Simonk. var. japonica,HIGHERRANK,accepted,Tilia japonica (Miq.) Simonk.,Tilia japonica var. japonica,Tilia,Malvaceae,Malvales,シナノキ,アオイ科,アオイ目,4,4,1,4,4,3,堅果,use greenlist name
オオバボダイジュ,,Tilia maximowicziana Shiras.,EXACT,accepted,Tilia maximowicziana Shiras.,Tilia maximowicziana,Tilia,Malvaceae,Malvales,オオバボダイジュ,アオイ科,アオイ目,4,4,1,4,4,3,堅果,use gbif name
アデク,,Syzygium buxifolium Hook. et Arn.,EXACT,accepted,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium,Syzygium,Myrtaceae,Myrtales,アデク,フトモモ科,フトモモ目,4,4,1,5,5,3,液果,use gbif name
コバンモチ,,Elaeocarpus japonicus Siebold et Zucc.,EXACT,accepted,Elaeocarpus japonicus Siebold,Elaeocarpus japonicus,Elaeocarpus,Elaeocarpaceae,Oxalidales,コバンモチ,ホルトノキ科,カタバミ目,4,4,1,5,5,3,核果,use gbif name
ホルトノキ,,Elaeocarpus zollingeri K.Koch var. zollingeri,HIGHERRANK,synonym,Elaeocarpus sylvestris Poir.,Elaeocarpus zollingeri var. zollingeri,Elaeocarpus,Elaeocarpaceae,Oxalidales,ホルトノキ,ホルトノキ科,カタバミ目,4,4,1,5,5,3,核果,use greenlist name
フウトウカズラ,,Piper kadsura (Choisy) Ohwi,EXACT,accepted,Piper kadsura (Choisy) Ohwi,Piper kadsura,Piper,Piperaceae,Piperales,フウトウカズラ,コショウ科,コショウ目,,,1,,5,3,液果,use gbif name
カヤツリグサ科,,Cyperaceae sp.,HIGHERRANK,accepted,Cyperaceae,Cyperaceae sp.,,Cyperaceae,Poales,カヤツリグサ科,カヤツリグサ科,イネ目,,,,,6,3,,not found in GreenList; not found in YList
ススキ,,Miscanthus sinensis Andersson,EXACT,accepted,Miscanthus sinensis Andersson,Miscanthus sinensis,Miscanthus,Poaceae,Poales,ススキ,イネ科,イネ目,,,1,,6,3,穎果,use gbif name
チヂミザサ,,Oplismenus undulatifolius (Ard.) Roem. et Schult. var. undulatifolius,EXACT,synonym,Oplismenus undulatifolius (Ard.) Roemer & Schultes,Oplismenus undulatifolius var. undulatifolius,Oplismenus,Poaceae,Poales,チヂミザサ,イネ科,イネ目,,,1,,6,3,穎果,use greenlist name; checked The Plant List
アワ,,Setaria italica (L.) P.Beauv.,EXACT,accepted,Setaria italica P.Beauv.,Setaria italica,Setaria,Poaceae,Poales,アワ,イネ科,イネ目,,,1,,6,3,穎果,not found in GreenList; found in YList; use gbif name
エノコログサ,,Setaria viridis (L.) P.Beauv.,EXACT,accepted,Setaria viridis (L.) P.Beauv.,Setaria viridis,Setaria,Poaceae,Poales,エノコログサ,イネ科,イネ目,,,1,,6,3,穎果,use gbif name
イネ科,,Poaceae sp.,HIGHERRANK,accepted,Poaceae,Poaceae sp.,,Poaceae,Poales,イネ科,イネ科,イネ目,,,,,6,3,穎果,not found in GreenList; not found in YList
アワブキ,,Meliosma myriantha Siebold et Zucc.,EXACT,accepted,Meliosma myriantha Siebold & Zucc.,Meliosma myriantha,Meliosma,Sabiaceae,Proteales,アワブキ,アワブキ科,ヤマモガシ目,4,4,1,4,4,3,核果,use gbif name
ヤマビワ,,Meliosma rigida Siebold et Zucc.,EXACT,accepted,Meliosma rigida Siebold & Zucc.,Meliosma rigida,Meliosma,Sabiaceae,Proteales,ヤマビワ,アワブキ科,ヤマモガシ目,4,4,1,5,5,3,核果,use gbif name
フサザクラ,,Euptelea polyandra Siebold et Zucc.,EXACT,accepted,Euptelea polyandra Siebold & Zucc.,Euptelea polyandra,Euptelea,Eupteleaceae,Ranunculales,フサザクラ,フサザクラ科,キンポウゲ目,4,4,1,4,4,3,翼果,use gbif name
アケビ,,Akebia quinata (Houtt.) Decne.,EXACT,accepted,Akebia quinata Decne.,Akebia quinata,Akebia,Lardizabalaceae,Ranunculales,アケビ,アケビ科,キンポウゲ目,4,4,1,4,4,3,液果,use gbif name
アケビ属,,Akebia sp.,HIGHERRANK,accepted,Akebia Decne.,Akebia sp.,Akebia,Lardizabalaceae,Ranunculales,アケビ属,アケビ科,キンポウゲ目,,,1,,4,3,液果,not found in GreenList; not found in YList
ミツバアケビ,,Akebia trifoliata (Thunb.) Koidz. subsp. trifoliata,EXACT,accepted,Akebia trifoliata subsp. trifoliata,Akebia trifoliata subsp. trifoliata,Akebia,Lardizabalaceae,Ranunculales,ミツバアケビ,アケビ科,キンポウゲ目,,,1,,4,3,液果,use gbif name
ムベ,,Stauntonia hexaphylla (Thunb.) Decne.,EXACT,accepted,Stauntonia hexaphylla Decne.,Stauntonia hexaphylla,Stauntonia,Lardizabalaceae,Ranunculales,ムベ,アケビ科,キンポウゲ目,,,1,,5,3,液果,use gbif name
アオツヅラフジ,,Cocculus trilobus (Thunb.) DC.,EXACT,synonym,Cocculus orbiculatus DC.,Cocculus orbiculatus,Cocculus,Menispermaceae,Ranunculales,アオツヅラフジ,ツヅラフジ科,キンポウゲ目,,,1,,4,3,核果,use gbif name; checked in The Plant List
ボタンヅル,,Clematis apiifolia DC. var. apiifolia,EXACT,accepted,Clematis apiifolia var. apiifolia,Clematis apiifolia  var. apiifolia,Clematis,Ranunculaceae,Ranunculales,ボタンヅル,キンポウゲ科,キンポウゲ目,,,1,,6,3,,use gbif name
コボタンヅル,,Clematis apiifolia DC. var. biternata Makino,EXACT,synonym,Clematis brevicaudata DC.,Clematis apiifolia var. biternata,Clematis,Ranunculaceae,Ranunculales,コボタンヅル,キンポウゲ科,キンポウゲ目,,,1,,6,3,,use greenlist name; checked The Plant List
ヤマハンショウヅル,,Clematis crassifolia Benth.,EXACT,accepted,Clematis crassifolia Benth.,Clematis crassifolia,Clematis,Ranunculaceae,Ranunculales,ヤマハンショウヅル,キンポウゲ科,キンポウゲ目,,,1,,6,3,,use gbif name
ハンショウヅル,,Clematis japonica Thunb. var. japonica,HIGHERRANK,accepted,Clematis japonica Thunb.,Clematis japonica  var. japonica,Clematis,Ranunculaceae,Ranunculales,ハンショウヅル,キンポウゲ科,キンポウゲ目,,,1,,6,3,,use greenlist name
ムクノキ,,Aphananthe aspera (Thunb.) Planch.,EXACT,accepted,Aphananthe aspera Planch.,Aphananthe aspera,Aphananthe,Cannabaceae,Rosales,ムクノキ,アサ科,バラ目,4,4,1,4,4,3,核果,use gbif name
エゾエノキ,,Celtis jessoensis Koidz.,EXACT,accepted,Celtis jessoensis Koidz.,Celtis jessoensis,Celtis,Cannabaceae,Rosales,エゾエノキ,アサ科,バラ目,,,1,,4,3,核果,use gbif name
エノキ,,Celtis sinensis Pers.,EXACT,accepted,Celtis sinensis Pers.,Celtis sinensis,Celtis,Cannabaceae,Rosales,エノキ,アサ科,バラ目,4,4,1,4,4,3,核果,use gbif name
ツルグミ,,Elaeagnus glabra Thunb. var. glabra,HIGHERRANK,accepted,Elaeagnus glabra C.P.Thunb. ex A.Murray,Elaeagnus glabra  var. glabra,Elaeagnus,Elaeagnaceae,Rosales,ツルグミ,グミ科,バラ目,,,1,,4,3,偽果,use greenlist name
ナワシログミ,,Elaeagnus pungens Thunb.,EXACT,accepted,Elaeagnus pungens C.P.Thunb. ex A.Murray,Elaeagnus pungens,Elaeagnus,Elaeagnaceae,Rosales,ナワシログミ,グミ科,バラ目,,,1,,5,3,偽果,use gbif name
ツルコウゾ,,Broussonetia kaempferi Siebold,EXACT,accepted,Broussonetia kaempferi Siebold,Broussonetia kaempferi,Broussonetia,Moraceae,Rosales,ツルコウゾ,クワ科,バラ目,,,1,,4,3,クワ状果,use gbif name
ヒメコウゾ,,Broussonetia monoica Hance,EXACT,synonym,Broussonetia kazinoki Siebold,Broussonetia kazinoki,Broussonetia,Moraceae,Rosales,ヒメコウゾ,クワ科,バラ目,4,4,1,4,4,3,クワ状果,use gbif name
イチジク,,Ficus carica L.,EXACT,accepted,Ficus carica L.,Ficus carica,Ficus,Moraceae,Rosales,イチジク,クワ科,バラ目,,,1,,4,3,クワ状果,not found in GreenList; found in YList
イヌビワ,,Ficus erecta Thunb. var. erecta,EXACT,accepted,Ficus erecta var. erecta,Ficus erecta var. erecta,Ficus,Moraceae,Rosales,イヌビワ,クワ科,バラ目,4,4,1,4,4,3,イチジク状果,use gbif name
ヒメイタビ,,Ficus thunbergii Maxim.,EXACT,synonym,Ficus sarmentosa var. thunbergii (Maxim.) Corner,Ficus sarmentosa  var. thunbergii,Ficus,Moraceae,Rosales,ヒメイタビ,クワ科,バラ目,,,1,,5,3,イチジク状果,use gbif name
ヤマグワ,,Morus australis Poir.,EXACT,accepted,Morus australis Poir.,Morus australis,Morus,Moraceae,Rosales,ヤマグワ,クワ科,バラ目,4,4,1,4,4,3,クワ状果,use gbif name
クマヤナギ,,Berchemia racemosa Siebold et Zucc. var. racemosa,EXACT,accepted,Berchemia racemosa subsp. racemosa,Berchemia racemosa subsp. racemosa,Berchemia,Rhamnaceae,Rosales,クマヤナギ,クロウメモドキ科,バラ目,4,4,1,4,4,3,核果,use gbif name
ケンポナシ,,Hovenia dulcis Thunb.,EXACT,accepted,Hovenia dulcis Thunb.,Hovenia dulcis,Hovenia,Rhamnaceae,Rosales,ケンポナシ,クロウメモドキ科,バラ目,,,1,,4,3,核果,use gbif name
クロカンバ,,Rhamnus costata Maxim.,EXACT,accepted,Rhamnus costata Maxim.,Rhamnus costata,Rhamnus,Rhamnaceae,Rosales,クロカンバ,クロウメモドキ科,バラ目,,,1,,4,3,核果,use gbif name
アズキナシ,,Aria alnifolia (Siebold et Zucc.) Decne.,EXACT,synonym,Sorbus alnifolia (Sieb. & Zucc.) C.Koch,Aria alnifolia,Aria,Rosaceae,Rosales,アズキナシ,バラ科,バラ目,4,4,1,4,4,3,ナシ状果,use greenlist name; checked The Plant List; unresolved
ウラジロノキ,,Aria japonica Decne.,EXACT,synonym,Sorbus japonica (Decne.) Hedl.,Aria japonica,Aria,Rosaceae,Rosales,ウラジロノキ,バラ科,バラ目,4,4,1,4,4,3,ナシ状果,use greenlist name; checked The Plant List; unresolved
オランダイチゴ属,,Fragaria sp.,HIGHERRANK,accepted,Fragaria L.,Fragaria sp.,Fragaria,Rosaceae,Rosales,オランダイチゴ属,バラ科,バラ目,,,,,6,3,,not found in GreenList; not found in YList
オオウラジロノキ,,Malus tschonoskii (Maxim.) C.K.Schneid.,EXACT,synonym,Macromeles tschonoskii Koidz.,Malus tschonoskii,Malus,Rosaceae,Rosales,オオウラジロノキ,バラ科,バラ目,4,4,1,4,4,3,ナシ状果,use greenlist name; checked in The Plant List
ヘビイチゴ属,キジムシロ属,Potentilla sp.,HIGHERRANK,accepted,Potentilla L.,Potentilla sp.,Potentilla,Rosaceae,Rosales,キジムシロ属,バラ科,バラ目,,,,,6,3,,not found in GreenList; not found in YList
キジムシロ属,,Potentilla sp.,HIGHERRANK,accepted,Potentilla L.,Potentilla sp.,Potentilla,Rosaceae,Rosales,キジムシロ属,バラ科,バラ目,,,,,6,3,,not found in GreenList; not found in YList
ヘビイチゴ,,Potentilla hebiichigo Yonek. et H.Ohashi,EXACT,synonym,Potentilla wallichiana Ser.,Potentilla wallichiana,Potentilla,Rosaceae,Rosales,ヘビイチゴ,バラ科,バラ目,,,1,,6,3,,use gbif name
イヌザクラ,,Prunus buergeriana Miq.,EXACT,accepted,Prunus buergeriana Miq.,Prunus buergeriana,Prunus,Rosaceae,Rosales,イヌザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use gbif name
ウワミズザクラ,,Prunus grayana Maxim.,EXACT,accepted,Prunus grayana Maxim.,Prunus grayana,Prunus,Rosaceae,Rosales,ウワミズザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use gbif name
ヤマザクラ,,Prunus jamasakura Siebold ex Koidz. var. jamasakura,HIGHERRANK,synonym,Prunus serrulata f. spontanea (Maxim.) Chin S.Chang,Prunus jamasakura var. jamasakura,Prunus,Rosaceae,Rosales,ヤマザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use greenlist name
カスミザクラ,,Prunus leveilleana Koehne,EXACT,accepted,Prunus leveilleana Koehne,Prunus leveilleana,Prunus,Rosaceae,Rosales,カスミザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use gbif name
ミヤマザクラ,,Prunus maximowiczii Rupr.,EXACT,accepted,Prunus maximowiczii Rupr.,Prunus maximowiczii,Prunus,Rosaceae,Rosales,ミヤマザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use gbif name
オオヤマザクラ,,Prunus sargentii Rehder var. sargentii,EXACT,synonym,Prunus sargentii Rehder,Prunus sargentii var. sargentii,Prunus,Rosaceae,Rosales,オオヤマザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use greenlist name
エゾヤマザクラ,オオヤマザクラ,Prunus sargentii Rehder var. sargentii,EXACT,synonym,Prunus sargentii Rehder,Prunus sargentii var. sargentii,Prunus,Rosaceae,Rosales,オオヤマザクラ,バラ科,バラ目,4,4,0,4,4,3,核果,use greenlist name
サクラ節,,Prunus sp.,HIGHERRANK,accepted,Prunus L.,Prunus sp.,Prunus,Rosaceae,Rosales,サクラ属,バラ科,バラ目,,,,,2,3,核果,not found in GreenList; not found in YList
サクラ属,,Prunus sp.,HIGHERRANK,accepted,Prunus L.,Prunus sp.,Prunus,Rosaceae,Rosales,サクラ属,バラ科,バラ目,,,,,2,3,核果,not found in GreenList; not found in YList
リンボク,,Prunus spinulosa Siebold et Zucc.,EXACT,accepted,Prunus spinulosa Siebold & Zucc.,Prunus spinulosa,Prunus,Rosaceae,Rosales,リンボク,バラ科,バラ目,4,4,1,5,5,3,核果,use gbif name
シウリザクラ,,Prunus ssiori F.Schmidt,EXACT,accepted,Prunus ssiori F.Schmidt,Prunus ssiori,Prunus,Rosaceae,Rosales,シウリザクラ,バラ科,バラ目,4,4,1,4,4,3,核果,use gbif name
トキワサンザシ,,Pyracantha coccinea M.Roem.,EXACT,accepted,Pyracantha coccinea M.Roem.,Pyracantha coccinea,Pyracantha,Rosaceae,Rosales,トキワサンザシ,バラ科,バラ目,,,1,,5,3,ナシ状果,not found in GreenList; found in YList; use gbif name
ノイバラ,,Rosa multiflora Thunb. var. multiflora,EXACT,synonym,Rosa multiflora Thunb.,Rosa multiflora var. multiflora,Rosa,Rosaceae,Rosales,ノイバラ,バラ科,バラ目,,,1,,4,3,偽果,use gbif name
バラ属,,Rosa sp.,HIGHERRANK,accepted,Rosa L.,Rosa sp,Rosa,Rosaceae,Rosales,バラ属,バラ科,バラ目,,,,,2,3,偽果,not found in GreenList; not found in YList
フユイチゴ,,Rubus buergeri Miq.,EXACT,accepted,Rubus buergeri Miq.,Rubus buergeri,Rubus,Rosaceae,Rosales,フユイチゴ,バラ科,バラ目,,,1,,4,3,液果,use gbif name
クマイチゴ,,Rubus crataegifolius Bunge,EXACT,accepted,Rubus crataegifolius Bunge,Rubus crataegifolius,Rubus,Rosaceae,Rosales,クマイチゴ,バラ科,バラ目,,,1,,4,3,液果,use gbif name
ナワシロイチゴ,,Rubus parvifolius L. var. parvifolius,EXACT,synonym,Rubus parvifolius L.,Rubus parvifolius,Rubus,Rosaceae,Rosales,ナワシロイチゴ,バラ科,バラ目,,,1,,4,3,液果,use gbif name
キイチゴ属,,Rubus sp.,HIGHERRANK,accepted,Rubus L.,Rubus sp.,Rubus,Rosaceae,Rosales,キイチゴ属,バラ科,バラ目,,,,,4,3,液果,not found in GreenList; not found in YList
オオフユイチゴ,,Rubus x pseudosieboldii Makino,HIGHERRANK,accepted,Rubus L.,Rubus x pseudosieboldii,Rubus,Rosaceae,Rosales,オオフユイチゴ,バラ科,バラ目,,,1,,6,3,液果,use gbif name
ナナカマド,,Sorbus commixta Hedl. var. commixta,EXACT,synonym,Sorbus commixta Hedl.,Sorbus commixta var. commixta,Sorbus,Rosaceae,Rosales,ナナカマド,バラ科,バラ目,4,4,1,4,4,3,ナシ状果,use gbif name
ナナカマド属,,Sorbus sp.,HIGHERRANK,accepted,Sorbus L.,Sorbus sp.,Sorbus,Rosaceae,Rosales,ナナカマド属,バラ科,バラ目,,,1,,4,3,ナシ状果,not found in GreenList; not found in YList
バラ科,,Rosaceae sp.,HIGHERRANK,accepted,Rosaceae,Rosaceae sp.,,Rosaceae,Rosales,バラ科,バラ科,バラ目,,,,,,3,,not found in GreenList; not found in YList
ハルニレ,,Ulmus davidiana Planch. var. japonica (Rehder) Nakai,EXACT,accepted,Ulmus davidiana var. japonica (Rehd.) Nakai,Ulmus davidiana var. japonica,Ulmus,Ulmaceae,Rosales,ハルニレ,ニレ科,バラ目,4,4,1,4,4,3,翼果,use gbif name
オヒョウ,,Ulmus laciniata (Trautv.) Mayr var. laciniata,EXACT,accepted,Ulmus laciniata var. laciniata,Ulmus laciniata var. laciniata,Ulmus,Ulmaceae,Rosales,オヒョウ,ニレ科,バラ目,4,4,1,4,4,3,翼果,use gbif name
ケヤキ,,Zelkova serrata (Thunb.) Makino,EXACT,accepted,Zelkova serrata Makino,Zelkova serrata,Zelkova,Ulmaceae,Rosales,ケヤキ,ニレ科,バラ目,4,4,1,4,4,3,そう果,use gbif name
コアカソ,,Boehmeria spicata (Thunb.) Thunb. var. spicata,HIGHERRANK,accepted,Boehmeria Jacq.,Boehmeria spicata  var. spicata,Boehmeria,Urticaceae,Rosales,コアカソ,イラクサ科,バラ目,,,1,,6,3,,use greenlist name
ヤドリギ,,Viscum album L. subsp. coloratum Kom.,EXACT,synonym,Viscum coloratum Nakai,Viscum coloratum,Viscum,Santalaceae,Santalales,ヤドリギ,ビャクダン科,ビャクダン目,,,1,,5,3,液果,use gbif name
ヌルデ,,Rhus javanica L. var. chinensis (Mill.) T.Yamaz.,EXACT,synonym,Rhus chinensis Mill.,Rhus chinensis,Rhus,Anacardiaceae,Sapindales,ヌルデ,ウルシ科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
ツタウルシ,,Toxicodendron orientale Greene subsp. orientale,HIGHERRANK,accepted,Toxicodendron orientale Greene,Toxicodendron orientale subsp. orientale,Toxicodendron,Anacardiaceae,Sapindales,ツタウルシ,ウルシ科,ムクロジ目,4,4,1,4,4,3,核果,use greenlist name
ウルシ属,,Toxicodendron sp.,HIGHERRANK,accepted,Toxicodendron Mill.,Toxicodendron sp.,Toxicodendron,Anacardiaceae,Sapindales,ウルシ属,ウルシ科,ムクロジ目,,,,,4,3,核果,not found in GreenList; not found in YList
ハゼノキ,,Toxicodendron succedaneum (L.) Kuntze,EXACT,accepted,Toxicodendron succedaneum (L.) Kuntze,Toxicodendron succedaneum,Toxicodendron,Anacardiaceae,Sapindales,ハゼノキ,ウルシ科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
ヤマハゼ,,Toxicodendron sylvestre (Siebold et Zucc.) Kuntze,EXACT,accepted,Toxicodendron sylvestre Kuntze,Toxicodendron sylvestre,Toxicodendron,Anacardiaceae,Sapindales,ヤマハゼ,ウルシ科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
ヤマウルシ,,Toxicodendron trichocarpum (Miq.) Kuntze,EXACT,accepted,Toxicodendron trichocarpum Kuntze,Toxicodendron trichocarpum,Toxicodendron,Anacardiaceae,Sapindales,ヤマウルシ,ウルシ科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
ウルシ,,Toxicodendron vernicifluum (Stokes) F.A.Barkley,EXACT,accepted,Toxicodendron vernicifluum (Stokes) F.A.Barkley,Toxicodendron vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,ウルシ,ウルシ科,ムクロジ目,,,1,,4,3,核果,not found in GreenList; found in YList; use gbif name
センダン,,Melia azedarach L. var. azedarach,EXACT,accepted,Melia azedarach var. azedarach,Melia azedarach var. azedarach,Melia,Meliaceae,Sapindales,センダン,センダン科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
キハダ,,Phellodendron amurense Rupr. var. amurense,EXACT,accepted,Phellodendron amurense var. amurense,Phellodendron amurense var. amurense,Phellodendron,Rutaceae,Sapindales,キハダ,ミカン科,ムクロジ目,4,4,1,4,4,3,核果,use gbif name
ミヤマシキミ,,Skimmia japonica Thunb. var. japonica,EXACT,accepted,Skimmia japonica var. japonica,Skimmia japonica  var. japonica,Skimmia,Rutaceae,Sapindales,ミヤマシキミ,ミカン科,ムクロジ目,,,1,,5,3,核果,use gbif name
モクタチバナ,モンタチバナ,Skimmia japonica Thunb. f. ovata (Carrière) H.Hara,HIGHERRANK,accepted,Skimmia japonica Thunb.,Skimmia japonica f. ovata,Skimmia,Rutaceae,Sapindales,モンタチバナ,ミカン科,ムクロジ目,4,4,1,5,5,3,核果,use greenlist name
ハマセンダン,,Tetradium glabrifolium (Champ. ex Benth.) T.G.Hartley var. glaucum (Miq.) T.Yamaz.,EXACT,synonym,Tetradium glabrifolium (Champ. ex Benth.) T.G.Hartley,Tetradium glabrifolium,Tetradium,Rutaceae,Sapindales,ハマセンダン,ミカン科,ムクロジ目,4,4,1,4,4,3,さく果,use gbif name; checked The Plant List
