name_jp,name_jp_std,name_greenlist,match_type,status,name_gbif_accepted,species,genus,family,order,species_jp,family_jp,order_jp,categ,categ2,categ3,categ4,categ5,categ6,fruit_type,remarks
ハイイヌツゲ,,Ilex crenata Thunb. var. radicans (Nakai) Murai,EXACT,accepted,Ilex crenata var. radicans (Nakai) Murai,Ilex crenata  var. radicans,Ilex,Aquifoliaceae,Aquifoliales,ハイイヌツゲ,モチノキ科,モチノキ目,,,1,,5,3,核果,use gbif name
イヌツゲ,,Ilex crenata Thunb. var. crenata,EXACT,accepted,Ilex crenata var. crenata,Ilex crenata var. crenata,Ilex,Aquifoliaceae,Aquifoliales,イヌツゲ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use gbif name
ツゲモチ,,Ilex goshiensis Hayata,EXACT,accepted,Ilex goshiensis Hayata,Ilex goshiensis,Ilex,Aquifoliaceae,Aquifoliales,ツゲモチ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use gbif name
モチノキ,,Ilex integra Thunb. var. integra,HIGHERRANK,accepted,Ilex integra Thunb.,Ilex integra var. integra,Ilex,Aquifoliaceae,Aquifoliales,モチノキ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use greenlist name
タラヨウ,,Ilex latifolia Thunb.,EXACT,accepted,Ilex latifolia C.P.Thunb. ex A.Murray,Ilex latifolia,Ilex,Aquifoliaceae,Aquifoliales,タラヨウ,モチノキ科,モチノキ目,,,1,,5,3,核果,use gbif name
ヒメモチ,,Ilex leucoclada (Maxim.) Makino,EXACT,accepted,Ilex leucoclada Makino,Ilex leucoclada,Ilex,Aquifoliaceae,Aquifoliales,ヒメモチ,モチノキ科,モチノキ目,,,1,,5,3,核果,use gbif name
リュウキュウモチ,,Ilex liukiuensis Loes.,EXACT,accepted,Ilex liukiuensis Loes.,Ilex liukiuensis,Ilex,Aquifoliaceae,Aquifoliales,リュウキュウモチ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use gbif name
アオハダ,,Ilex macropoda Miq.,EXACT,accepted,Ilex macropoda Miq.,Ilex macropoda,Ilex,Aquifoliaceae,Aquifoliales,アオハダ,モチノキ科,モチノキ目,4,4,1,4,4,3,核果,use gbif name
タマミズキ,,Ilex micrococca Maxim.,EXACT,accepted,Ilex micrococca Maxim.,Ilex micrococca,Ilex,Aquifoliaceae,Aquifoliales,タマミズキ,モチノキ科,モチノキ目,4,4,1,4,4,3,核果,use gbif name
ソヨゴ,,Ilex pedunculosa Miq. var. pedunculosa,HIGHERRANK,accepted,Ilex pedunculosa Miq.,Ilex pedunculosa var. pedunculosa,Ilex,Aquifoliaceae,Aquifoliales,ソヨゴ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use greenlist name
クロガネモチ,,Ilex rotunda Thunb.,EXACT,accepted,Ilex rotunda Thunb.,Ilex rotunda,Ilex,Aquifoliaceae,Aquifoliales,クロガネモチ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use gbif name
ウメモドキ,,Ilex serrata Thunb.,EXACT,accepted,Ilex serrata Thunb.,Ilex serrata,Ilex,Aquifoliaceae,Aquifoliales,ウメモドキ,モチノキ科,モチノキ目,4,4,1,4,4,3,核果,use gbif name
クロソヨゴ,,Ilex sugerokii Maxim. var. sugerokii,EXACT,synonym,Ilex sugerokii Maxim.,Ilex sugerokii var. sugerokii,Ilex,Aquifoliaceae,Aquifoliales,クロソヨゴ,モチノキ科,モチノキ目,4,4,1,5,5,3,核果,use greenlist name
ハナイカダ,,Helwingia japonica (Thunb.) F.Dietr. subsp. japonica,EXACT,accepted,Helwingia japonica subsp. japonica,Helwingia japonica  subsp. japonica,Helwingia,Helwingiaceae,Aquifoliales,ハナイカダ,ハナイカダ科,モチノキ目,,,1,,4,3,核果,use gbif name
モミジガサ,オオモミジガサ,Miricacalia makinoana (Yatabe) Kitam.,FUZZY,accepted,Miricacalia makineana (Yatabe) Kitam.,Miricacalia makineana,Miricacalia,Asteraceae,Asterales,オオモミジガサ,キク科,キク目,,,1,,6,3,,use gbif name
ホウキギク,,Symphyotrichum subulatum (Michx.) G.L.Nesom var. subulatum,EXACT,doubtful,Symphyotrichum subulatum var. subulatum,Symphyotrichum subulatum  var. subulatum,Symphyotrichum,Asteraceae,Asterales,ホウキギク,キク科,キク目,,,1,,6,3,,not found in GreenList; found in YList; use gbif name
キク科,,Asteraceae sp.,HIGHERRANK,accepted,Asteraceae,Asteraceae sp.,,Asteraceae,Asterales,キク科,キク科,キク目,,,,,,3,,not found in GreenList; not found in YList
シキミ,,Illicium anisatum L. var. anisatum,HIGHERRANK,accepted,Illicium anisatum L.,Illicium anisatum var. anisatum,Illicium,Schisandraceae,Austrobaileyales,シキミ,マツブサ科,アウストロバイレヤ目,4,4,1,5,5,3,袋果,use greenlist name
サネカズラ,,Kadsura japonica (L.) Dunal,EXACT,synonym,Uvaria japonica L.,Kadsura japonica,Kadsura,Schisandraceae,Austrobaileyales,サネカズラ,マツブサ科,アウストロバイレヤ目,,,1,,5,3,液果,use greenlist name; checked The Plant List
マツブサ,,Schisandra repanda (Siebold et Zucc.) Radlk.,EXACT,accepted,Schisandra repanda (Siebold & Zucc.) Radlk.,Schisandra repanda,Schisandra,Schisandraceae,Austrobaileyales,マツブサ,マツブサ科,アウストロバイレヤ目,,,1,,4,3,液果,use gbif name
マルバコンロンソウ,,Cardamine tanakae Franch. et Sav. ex Maxim.,EXACT,accepted,Cardamine tanakae Franch. & Sav.,Cardamine tanakae,Cardamine,Brassicaceae,Brassicales,マルバコンロンソウ,アブラナ科,アブラナ目,,,1,,6,3,,use gbif name
アブラナ科,,Brassicaceae sp.,HIGHERRANK,accepted,Brassicaceae,Brassicaceae sp.,,Brassicaceae,Brassicales,アブラナ科,アブラナ科,アブラナ目,,,,,,3,,not found in GreenList; not found in YList
ヨウシュヤマゴボウ,,Phytolacca americana L.,EXACT,accepted,Phytolacca americana L.,Phytolacca americana,Phytolacca,Phytolaccaceae,Caryophyllales,ヨウシュヤマゴボウ,ヤマゴボウ科,ナデシコ目,,,1,,6,3,,not found in GreenList; found in YList; use gbif name
イタドリ,,Fallopia japonica (Houtt.) Ronse Decr. var. japonica,EXACT,doubtful,Fallopia japonica var. japonica,Fallopia japonica  var. japonica,Fallopia,Polygonaceae,Caryophyllales,イタドリ,タデ科,ナデシコ目,,,1,,6,3,,use gbif name
オオイタドリ,,Fallopia sachalinensis (F.Schmidt) Ronse Decr.,EXACT,synonym,Reynoutria sachalinensis Nakai,Fallopia sachalinensis,Fallopia,Polygonaceae,Caryophyllales,オオイタドリ,タデ科,ナデシコ目,,,1,,6,3,,use gbif name
ミヤマタニソバ,,Persicaria debilis (Meisn.) H.Gross ex W.T.Lee,EXACT,accepted,Persicaria debilis H.Gross ex W.T.Lee,Persicaria debilis,Persicaria,Polygonaceae,Caryophyllales,ミヤマタニソバ,タデ科,ナデシコ目,,,1,,6,3,,use gbif name
タデ科,,Polygonum sp.,HIGHERRANK,accepted,Polygonum L.,Polygonum sp.,Polygonum,Polygonaceae,Caryophyllales,タデ属,タデ科,ナデシコ目,,,1,,6,3,,not found in GreenList; not found in YList
ツルウメモドキ,,Celastrus orbiculatus Thunb. var. orbiculatus,EXACT,accepted,Celastrus orbiculatus var. orbiculatus,Celastrus orbiculatus var. orbiculatus,Celastrus,Celastraceae,Celastrales,ツルウメモドキ,ニシキギ科,ニシキギ目,4,4,1,4,4,3,さく果,use gbif name
ツルウメモドキ属,,Celastrus sp.,HIGHERRANK,accepted,Celastrus L.,Celastrus sp.,Celastrus,Celastraceae,Celastrales,ツルウメモドキ属,ニシキギ科,ニシキギ目,,,1,,4,3,さく果,not found in GreenList; not found in YList
オオツルウメモドキ,,Celastrus stephanotifolius (Makino) Makino,EXACT,accepted,Celastrus stephanotifolius Makino,Celastrus stephanotifolius,Celastrus,Celastraceae,Celastrales,オオツルウメモドキ,ニシキギ科,ニシキギ目,,,1,,4,3,さく果,use gbif name
ツルマサキ,,Euonymus fortunei (Turcz.) Hand.-Mazz. var. fortunei,EXACT,accepted,Euonymus fortunei var. fortunei,Euonymus fortunei var. fortunei,Euonymus,Celastraceae,Celastrales,ツルマサキ,ニシキギ科,ニシキギ目,4,4,1,5,5,3,さく果,use gbif name
マユミ,,Euonymus sieboldianus Blume var. sieboldianus,HIGHERRANK,synonym,Euonymus hamiltonianus Wall.,Euonymus hamiltonianus,Euonymus,Celastraceae,Celastrales,マユミ,ニシキギ科,ニシキギ目,4,4,1,4,4,3,さく果,use gbif name; checked in The Plant List
